,clienteId,cancelouPlano,genero,cidadaoIdoso,temParceiro,temDependentes,mesesContrato,assinaturaTelefonica,multiplasLinhas,provedorInternet,segurancaOnline,backupOnline,protecaoDispositivo,suporteTecnico,streamingTV,streamingFilmes,tipoContrato,contaOnline,gastoDiario,formaPagamento,totalServicosMensalmente,totalGasto,validacaoTotalGasto,diferencaTotalGasto
114,0195-IESCP,Sim,Masculino,Não,Sim,Não,10,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Mensal,Yes,3.0,Conta Eletrônica,85.25,855.3,852.5,2.7999999999999545
115,0196-JTUQI,Não,Feminino,Não,Não,Não,9,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,3.0,Cartão de Crédito (Automático),75.2,633.85,676.8000000000001,-42.950000000000045
116,0196-VULGZ,Sim,Feminino,Sim,Sim,Não,6,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Mensal,Yes,3.0,Conta Eletrônica,84.35,474.9,506.09999999999997,-31.19999999999999
117,0197-PNKNK,Não,Feminino,Não,Sim,Sim,69,Yes,Sim,Fibra ótica,Sim,Não,Sim,Não,Não,Não,Um ano,No,3.0,Transferência bancária (Automático),84.45,5848.6,5827.05,21.550000000000182
118,0201-MIBOL,Não,Feminino,Sim,Não,Não,66,Yes,Sim,Fibra ótica,Sim,Não,Não,Não,Sim,Sim,Dois anos,Yes,3.0,Transferência bancária (Automático),102.4,6471.85,6758.400000000001,-286.5500000000002
119,0201-OAMXR,Sim,Feminino,Não,Não,Não,70,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,No,4.0,Cartão de Crédito (Automático),115.55,8127.6,8088.5,39.100000000000364
120,0203-HHYIJ,Sim,Masculino,Não,Não,Não,25,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Transferência bancária (Automático),25.3,676.35,632.5,43.85000000000002
121,0206-OYVOC,Não,Feminino,Não,Sim,Sim,46,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Yes,1.0,Conta Enviada,19.25,864.2,885.5,-21.299999999999955
122,0206-TBWLC,Não,Feminino,Não,Sim,Não,54,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Yes,4.0,Conta Enviada,114.65,6049.5,6191.1,-141.60000000000036
123,0207-MDKNV,Sim,Feminino,Não,Não,Não,15,Yes,Não,Fibra ótica,Sim,Não,Sim,Sim,Sim,Sim,Mensal,No,4.0,Conta Eletrônica,105.1,1582.75,1576.5,6.25
124,0208-BPQEJ,Não,Feminino,Não,Sim,Sim,12,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Transferência bancária (Automático),19.4,198.1,232.79999999999998,-34.69999999999999
125,0212-ISBBF,Não,Feminino,Não,Não,Não,22,No,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Sim,Sim,Mensal,Yes,2.0,Conta Eletrônica,50.35,1098.85,1107.7,-8.850000000000136
126,0214-JHPFW,Não,Feminino,Não,Sim,Não,70,No,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,No,2.0,Transferência bancária (Automático),57.8,4039.3,4046.0,-6.699999999999818
127,0215-BQKGS,Não,Masculino,Não,Não,Não,30,Yes,Não,Fibra ótica,Sim,Sim,Sim,Não,Não,Não,Mensal,Yes,3.0,Cartão de Crédito (Automático),84.3,2438.6,2529.0,-90.40000000000009
128,0218-QNVAS,Não,Masculino,Não,Sim,Sim,71,Yes,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Um ano,No,3.0,Transferência bancária (Automático),100.55,7113.75,7139.05,-25.300000000000182
129,0219-QAERP,Não,Masculino,Não,Sim,Não,30,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Cartão de Crédito (Automático),19.8,576.65,594.0,-17.350000000000023
130,0219-YTZUE,Sim,Masculino,Não,Sim,Sim,4,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Não,Não,Mensal,Yes,3.0,Transferência bancária (Automático),84.8,371.9,339.2,32.69999999999999
131,0220-EBGCE,Sim,Masculino,Não,Não,Não,2,Yes,Não,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Mensal,Yes,3.0,Conta Eletrônica,85.85,167.3,171.7,-4.399999999999977
132,0221-NAUXK,Não,Masculino,Não,Não,Sim,10,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Yes,1.0,Transferência bancária (Automático),19.95,219.5,199.5,20.0
133,0221-WMXNQ,Não,Masculino,Sim,Não,Não,4,Yes,Não,Fibra ótica,Sim,Não,Não,Não,Não,Não,Mensal,No,3.0,Conta Eletrônica,75.35,273.4,301.4,-28.0
134,0222-CNVPT,Não,Masculino,Sim,Não,Não,52,No,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Sim,Sim,Mensal,Yes,2.0,Cartão de Crédito (Automático),48.8,2555.05,2537.6,17.450000000000273
135,0224-HJAPT,Sim,Masculino,Não,Não,Não,5,Yes,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,No,2.0,Conta Eletrônica,47.15,223.15,235.75,-12.599999999999994
136,0224-NIJLP,Não,Masculino,Não,Sim,Sim,8,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,20.15,165.5,161.2,4.300000000000011
137,0224-RLWWD,Não,Feminino,Sim,Não,Não,2,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Yes,1.0,Conta Eletrônica,44.3,89.3,88.6,0.7000000000000028
138,0225-ZORZP,Não,Masculino,Não,Não,Não,3,Yes,Não,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Mensal,No,3.0,Conta Eletrônica,84.3,235.05,252.89999999999998,-17.849999999999966
139,0228-MAUWC,Não,Masculino,Não,Não,Não,19,Yes,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,No,2.0,Conta Eletrônica,59.55,1144.6,1131.45,13.149999999999864
140,0229-LFJAF,Não,Masculino,Não,Não,Não,72,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Dois anos,No,2.0,Transferência bancária (Automático),69.65,4908.25,5014.8,-106.55000000000018
141,0230-UBYPQ,Não,Masculino,Sim,Sim,Não,63,No,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Um ano,No,1.0,Transferência bancária (Automático),36.1,2298.9,2274.3,24.59999999999991
142,0230-WEQUW,Não,Masculino,Não,Sim,Não,66,No,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Yes,2.0,Transferência bancária (Automático),56.6,3789.2,3735.6,53.59999999999991
143,0231-LXVAP,Sim,Masculino,Não,Não,Não,1,Yes,Não,Fibra ótica,Não,Não,Não,Sim,Não,Não,Mensal,Yes,3.0,Conta Eletrônica,75.9,75.9,75.9,0.0
144,0233-FTHAV,Não,Feminino,Não,Não,Não,60,Yes,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Não,Um ano,Yes,3.0,Transferência bancária (Automático),79.2,4765.0,4752.0,13.0
145,0234-TEVTT,Não,Feminino,Não,Sim,Sim,48,No,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Não,Sim,Um ano,No,2.0,Cartão de Crédito (Automático),45.0,2196.3,2160.0,36.30000000000018
146,0235-KGSLC,Sim,Feminino,Não,Não,Não,1,Yes,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Mensal,Yes,3.0,Cartão de Crédito (Automático),85.55,85.55,85.55,0.0
147,0236-HFWSV,Sim,Masculino,Não,Não,Não,15,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,93.35,1444.65,1400.25,44.40000000000009
148,0237-YFUTL,Não,Feminino,Não,Sim,Não,50,Yes,Sim,Fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Yes,4.0,Transferência bancária (Automático),109.65,5405.8,5482.5,-76.69999999999982
149,0238-WHBIQ,Não,Masculino,Não,Sim,Sim,72,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,No,3.0,Cartão de Crédito (Automático),89.7,6339.3,6458.400000000001,-119.10000000000036
150,0239-OXEXL,Não,Feminino,Não,Não,Não,46,Yes,Sim,Fibra ótica,Sim,Sim,Não,Não,Não,Não,Mensal,No,3.0,Conta Enviada,84.25,3847.6,3875.5,-27.90000000000009
151,0244-LGNFY,Não,Feminino,Não,Sim,Sim,72,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,No,3.0,Transferência bancária (Automático),92.65,6733.0,6670.8,62.19999999999982
152,0247-SLUJI,Não,Masculino,Não,Sim,Sim,1,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,19.7,19.7,19.7,0.0
153,0248-IPDFW,Não,Feminino,Não,Não,Não,1,Yes,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,50.1,50.1,50.1,0.0
154,0248-PGHBZ,Não,Feminino,Sim,Não,Não,67,Yes,Não,Fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Dois anos,Yes,3.0,Transferência bancária (Automático),92.45,6140.85,6194.150000000001,-53.30000000000018
155,0253-ZTEOB,Não,Feminino,Não,Sim,Sim,48,Yes,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Dois anos,No,3.0,Conta Eletrônica,79.65,3870.3,3823.2000000000003,47.09999999999991
156,0254-FNMCI,Não,Feminino,Não,Não,Não,72,Yes,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,4.0,Conta Eletrônica,109.9,7624.2,7912.8,-288.60000000000036
157,0254-KCJGT,Não,Masculino,Não,Sim,Não,52,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Um ano,Yes,3.0,Cartão de Crédito (Automático),81.4,4354.45,4232.8,121.64999999999964
158,0254-WWRKD,Não,Feminino,Não,Sim,Sim,67,Yes,Não,DSL,Não,Sim,Não,Não,Não,Não,Um ano,No,2.0,Cartão de Crédito (Automático),50.55,3431.75,3386.85,44.90000000000009
159,0256-LTHVJ,Sim,Feminino,Não,Sim,Sim,28,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Sim,Mensal,Yes,3.0,Conta Eletrônica,81.05,2227.1,2269.4,-42.30000000000018
160,0257-KXZGU,Não,Feminino,Não,Sim,Sim,32,Yes,Sim,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,No,2.0,Transferência bancária (Automático),62.45,2045.55,1998.4,47.149999999999864
161,0257-ZESQC,Sim,Feminino,Sim,Sim,Não,27,Yes,Não,Fibra ótica,Sim,Não,Não,Não,Não,Não,Mensal,Yes,3.0,Transferência bancária (Automático),75.2,1929.35,2030.4,-101.05000000000018
162,0258-NOKBL,Não,Masculino,Não,Não,Não,3,Yes,Não,Fibra ótica,Não,Sim,Sim,Não,Não,Sim,Mensal,No,3.0,Conta Eletrônica,90.4,268.45,271.20000000000005,-2.750000000000057
163,0259-GBZSH,Sim,Masculino,Não,Não,Não,2,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Mensal,Yes,3.0,Conta Eletrônica,85.65,181.5,171.3,10.199999999999989
164,0260-ZDLGK,Sim,Feminino,Não,Não,Sim,9,Yes,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Yes,2.0,Conta Enviada,72.9,651.4,656.1,-4.7000000000000455
165,0263-FJTQO,Não,Masculino,Não,Sim,Sim,50,Yes,Sim,DSL,Sim,Não,Não,Sim,Sim,Não,Dois anos,Yes,2.0,Cartão de Crédito (Automático),70.5,3486.65,3525.0,-38.34999999999991
166,0264-CNITK,Não,Feminino,Não,Sim,Sim,71,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Transferência bancária (Automático),20.1,1389.6,1427.1000000000001,-37.50000000000023
167,0265-EDXBD,Sim,Masculino,Sim,Sim,Não,32,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,74.9,2303.35,2396.8,-93.45000000000027
168,0265-PSUAE,Não,Feminino,Não,Sim,Sim,16,Yes,Não,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,Mensal,No,3.0,Transferência bancária (Automático),100.7,1522.7,1611.2,-88.5
169,0266-CLZKZ,Não,Feminino,Não,Sim,Sim,67,Yes,Sim,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Dois anos,Yes,4.0,Transferência bancária (Automático),105.65,6717.9,7078.55,-360.65000000000055
170,0266-GMEAO,Não,Masculino,Não,Sim,Sim,72,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,4.0,Cartão de Crédito (Automático),114.3,8058.55,8229.6,-171.05000000000018
171,0268-QKIWO,Sim,Feminino,Não,Não,Não,3,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Eletrônica,19.75,58.85,59.25,-0.3999999999999986
172,0269-XFESX,Não,Masculino,Não,Sim,Sim,23,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Conta Enviada,24.35,538.5,560.0500000000001,-21.550000000000068
173,0270-THENM,Não,Masculino,Não,Sim,Sim,72,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Dois anos,No,2.0,Transferência bancária (Automático),69.85,5102.35,5029.2,73.15000000000055
174,0274-JKUJR,Não,Masculino,Não,Sim,Sim,7,No,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Sim,Sim,Mensal,No,2.0,Conta Enviada,58.85,465.7,411.95,53.75
175,0274-VVQOQ,Sem Informação,Masculino,Sim,Sim,Não,65,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Um ano,Yes,3.0,Transferência bancária (Automático),103.15,6792.45,6704.75,87.69999999999982
176,0277-BKSQP,Não,Masculino,Não,Sim,Sim,8,Yes,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Yes,2.0,Conta Eletrônica,54.4,475.1,435.2,39.900000000000034
177,0277-ORXQS,Não,Masculino,Não,Sim,Sim,66,No,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Sim,Sim,Dois anos,No,2.0,Transferência bancária (Automático),50.55,3364.55,3336.2999999999997,28.250000000000455
178,0278-YXOOG,Sim,Masculino,Não,Não,Não,5,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,21.05,113.85,105.25,8.599999999999994
179,0280-XJGEX,Sim,Masculino,Não,Não,Não,49,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Yes,3.0,Transferência bancária (Automático),103.7,5036.3,5081.3,-45.0
180,0281-CNTZX,Não,Masculino,Não,Sim,Não,63,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Yes,1.0,Transferência bancária (Automático),19.95,1234.8,1256.85,-22.049999999999955
181,0282-NVSJS,Não,Feminino,Sim,Sim,Sim,12,No,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Yes,1.0,Conta Enviada,29.3,355.9,351.6,4.2999999999999545
182,0285-INHLN,Não,Masculino,Não,Sim,Sim,27,Yes,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Yes,2.0,Cartão de Crédito (Automático),54.75,1510.3,1478.25,32.049999999999955
183,0289-IVARM,Não,Feminino,Não,Não,Não,35,Yes,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Mensal,No,2.0,Conta Eletrônica,60.55,1982.6,2119.25,-136.6500000000001
184,0292-WEGCH,Não,Feminino,Não,Sim,Sim,54,Yes,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,86.2,4524.05,4654.8,-130.75
185,0295-PPHDO,Sim,Masculino,Não,Não,Não,1,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,95.45,95.45,95.45,0.0
186,0295-QVKPB,Não,Masculino,Não,Não,Não,5,Yes,Não,DSL,Não,Não,Sim,Sim,Sim,Não,Mensal,Yes,2.0,Cartão de Crédito (Automático),63.95,318.1,319.75,-1.6499999999999773
187,0297-RBCSG,Não,Masculino,Não,Não,Não,19,Yes,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Um ano,Yes,2.0,Transferência bancária (Automático),65.35,1231.85,1241.6499999999999,-9.799999999999955
188,0298-XACET,Não,Masculino,Não,Sim,Sim,52,No,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Sim,Não,Dois anos,No,2.0,Conta Enviada,50.2,2554.0,2610.4,-56.40000000000009
189,0301-FIDRB,Não,Feminino,Não,Sim,Sim,72,No,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,2.0,Transferência bancária (Automático),63.8,4684.3,4593.599999999999,90.70000000000073
190,0301-KOBTQ,Não,Masculino,Não,Não,Não,32,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Yes,1.0,Transferência bancária (Automático),20.05,614.45,641.6,-27.149999999999977
191,0302-JOIVN,Sim,Feminino,Não,Sim,Não,8,Yes,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,No,3.0,Conta Eletrônica,101.15,842.9,809.2,33.69999999999993
192,0303-UNCIP,Não,Masculino,Não,Não,Não,41,Yes,Sim,DSL,Não,Não,Sim,Não,Não,Sim,Um ano,No,2.0,Conta Enviada,65.0,2531.8,2665.0,-133.19999999999982
193,0303-WMMRN,Não,Masculino,Não,Não,Não,5,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Yes,1.0,Conta Enviada,19.25,86.05,96.25,-10.200000000000003
194,0305-SQECB,Não,Feminino,Não,Não,Sim,11,No,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Um ano,Yes,1.0,Conta Enviada,36.05,402.6,396.54999999999995,6.050000000000068
195,0306-JAELE,Sim,Masculino,Não,Não,Não,5,Yes,Não,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,96.1,453.4,480.5,-27.100000000000023
196,0307-BCOPK,Não,Feminino,Não,Não,Não,16,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Conta Enviada,19.05,326.65,304.8,21.849999999999966
197,0308-GIQJT,Não,Masculino,Sim,Não,Não,71,Yes,Sim,Fibra ótica,Não,Sim,Não,Sim,Sim,Sim,Um ano,No,4.0,Transferência bancária (Automático),105.75,7382.85,7508.25,-125.39999999999964
198,0308-IVGOK,Não,Feminino,Não,Não,Não,11,No,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Não,Não,Um ano,Yes,1.0,Cartão de Crédito (Automático),40.4,422.6,444.4,-21.799999999999955
199,0310-MVLET,Sim,Feminino,Não,Sim,Sim,61,Yes,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,99.15,6010.05,6048.150000000001,-38.100000000000364
200,0310-SUCIN,Não,Feminino,Não,Sim,Não,71,Yes,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Yes,3.0,Transferência bancária (Automático),84.8,6046.1,6020.8,25.300000000000182
201,0310-VQXAM,Não,Masculino,Não,Não,Não,9,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,19.85,178.8,178.65,0.15000000000000568
202,0311-QYWSS,Não,Feminino,Não,Não,Não,6,Yes,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,49.45,314.6,296.70000000000005,17.899999999999977
203,0311-UNPFF,Sim,Feminino,Não,Não,Não,26,Yes,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Transferência bancária (Automático),88.8,2274.35,2308.7999999999997,-34.44999999999982
204,0314-TKOSI,Não,Feminino,Não,Não,Não,6,Yes,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,No,2.0,Conta Enviada,55.15,322.9,330.9,-8.0
205,0315-LVCRK,Não,Masculino,Não,Não,Não,11,Yes,Não,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Mensal,No,3.0,Conta Eletrônica,84.8,888.75,932.8,-44.049999999999955
206,0318-QUUOB,Sim,Masculino,Não,Sim,Não,1,Yes,Não,Fibra ótica,Não,Não,Não,Não,Sim,Não,Mensal,Yes,3.0,Conta Eletrônica,80.55,80.55,80.55,0.0
207,0318-ZOPWS,Não,Feminino,Não,Sim,Não,49,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Yes,1.0,Transferência bancária (Automático),20.15,973.35,987.3499999999999,-13.999999999999886
208,0319-QZTCO,Não,Feminino,Não,Sim,Sim,3,Yes,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Yes,2.0,Cartão de Crédito (Automático),58.7,168.6,176.10000000000002,-7.500000000000028
209,0320-DWVTU,Não,Feminino,Não,Não,Não,53,Yes,Não,Fibra ótica,Sim,Sim,Sim,Sim,Não,Sim,Dois anos,No,3.0,Conta Enviada,99.5,5424.25,5273.5,150.75
210,0320-JDNQG,Sim,Masculino,Não,Sim,Sim,23,Yes,Não,Fibra ótica,Sim,Não,Não,Sim,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,99.85,2331.3,2296.5499999999997,34.750000000000455
211,0322-CHQRU,Sim,Masculino,Não,Não,Não,2,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,No,2.0,Conta Eletrônica,45.35,89.5,90.7,-1.2000000000000028
212,0322-YINQP,Sim,Masculino,Não,Não,Não,1,Yes,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Enviada,48.55,48.55,48.55,0.0
213,0323-XWWTN,Não,Masculino,Não,Não,Sim,3,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Yes,1.0,Conta Enviada,26.4,121.25,79.19999999999999,42.05000000000001
214,0324-BRPCJ,Sim,Feminino,Sim,Sim,Não,68,Yes,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,100.2,6851.65,6813.6,38.04999999999927
215,0325-XBFAC,Sim,Masculino,Não,Não,Não,8,Yes,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,94.7,740.3,757.6,-17.300000000000068
216,0326-VDYXE,Não,Feminino,Não,Sim,Não,70,Yes,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Um ano,Yes,3.0,Conta Eletrônica,97.65,6982.5,6835.5,147.0
217,0327-WFZSY,Não,Masculino,Não,Sim,Sim,39,Yes,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Um ano,No,3.0,Conta Eletrônica,100.0,3835.55,3900.0,-64.44999999999982
218,0328-GRPMV,Sim,Feminino,Não,Não,Não,1,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,70.1,70.1,70.1,0.0
219,0328-IBUPK,Sem Informação,Feminino,Não,Sim,Sim,51,No,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Dois anos,No,1.0,Transferência bancária (Automático),34.2,1782.0,1744.2,37.799999999999955
220,0329-GTIAJ,Sim,Feminino,Não,Não,Não,3,Yes,Não,Fibra ótica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,97.9,315.3,293.70000000000005,21.599999999999966
221,0330-BGYZE,Não,Masculino,Não,Sim,Não,60,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Um ano,No,3.0,Transferência bancária (Automático),102.5,6157.6,6150.0,7.600000000000364
222,0330-IVZHA,Sim,Feminino,Não,Sim,Não,5,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,No,2.0,Conta Eletrônica,69.95,330.15,349.75,-19.600000000000023
223,0334-GDDSO,Sim,Masculino,Sim,Não,Não,3,Yes,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Não,Mensal,Yes,3.0,Conta Eletrônica,81.35,233.7,244.04999999999998,-10.349999999999994
224,0334-ZFJSR,Não,Feminino,Não,Sim,Não,55,Yes,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Um ano,Yes,2.0,Cartão de Crédito (Automático),66.05,3462.1,3632.75,-170.6500000000001
225,0336-KXKFK,Não,Masculino,Não,Não,Não,72,No,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Yes,2.0,Cartão de Crédito (Automático),61.2,4390.25,4406.400000000001,-16.150000000000546
226,0336-PIKEI,Não,Masculino,Sim,Sim,Não,72,Yes,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,No,2.0,Transferência bancária (Automático),74.4,5360.75,5356.8,3.949999999999818
227,0337-CNPZE,Sim,Feminino,Não,Não,Não,41,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Yes,4.0,Conta Eletrônica,106.3,4443.45,4358.3,85.14999999999964
228,0343-QLUZP,Não,Masculino,Não,Não,Não,60,No,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Não,Não,Dois anos,No,1.0,Transferência bancária (Automático),39.6,2424.5,2376.0,48.5
229,0345-HKJVM,Sim,Feminino,Não,Não,Não,6,Yes,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,No,3.0,Conta Eletrônica,89.3,577.6,535.8,41.80000000000007
